question|document_page_content|similarity_score
Подскажите мы запрашивали тариф для нашей организации менеджер пообещал вернуться с обратной связью|['- Как работают ограничения бесплатного тарифа?', 'Общая информация о тарифах расположена\nна сайте (https://platrum.ru/price/)\nи в личных кабинетах на странице «Тариф и оплата»\n\n### Не получается оплатить (не подходят предложенные способы оплаты)\nВ таком случае напишите, пожалуйста, нам, мы обязательно поможем.', 'Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу).']|0.3501814
Подскажите мы запрашивали тариф для нашей организации менеджер пообещал вернуться с обратной связью|['Когда скидка будет согласована, вы можете отправить webhook, который придет бухгалтеру в виде письма на электронную почту о том, что нужно выставить клиенту счет со всеми деталями по нему.']|0.35299206
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|['Например, позвонить клиенту и утвердить правки в дизайне упаковки.', '2.', 'Вы можете настроить бизнес-процесс, через который ваши сотрудники будут уходить в отпуск.']|0.34254003
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|"['Он предназначен для того, чтобы вы познакомились с нашем сервисом подробнее, смогли ""Пощупать"" его.', 'На бесплатном тарифе вы можете без ограничений:\n1.', 'Создавать структуру своей компании\n, чтобы увидеть преимущества работы именно с Platrum.']"|0.34510505
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|"['Например, вам нужно, чтобы сотрудник провел с кандидатом первичное собеседование.', 'Указываете название шага, в нашем случае ""Первичное собеседование"".', 'Чтобы провести собеседование, нужно договориться с кандидатом о дате и времени встречи и оставить по желанию место для комментария сотрудника.']"|0.35060853
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|['Далее эту заявку рассматривает цепочка должностей согласно структуре организации вплоть до владельца.', 'Вы можете сами настроить, какие должности в цепочке нужно пропустить, а какие должны быть обязательны для любой заявки.', '#### Шаг 1.']|0.3545054
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['Их можно убрать из плана, только стерев сроки исполнения.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003646184/original/Y1qCW4GtuqgGqIh_VNXfLSAyyzZ3ytGn9w.png?1646061116\n\n### Синхронизация с Google Календарем\nНастраивается синхронизация в разделе настроек - Задачи - Интеграция с Google Calendar.', 'В нее также можно быстро перейти со страницы ""Календарь"" через шестеренку.']"|0.26727703
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['Если вы хотите, чтобы при входе в Задачи у вас сразу открывался Календарь или любой другой инструмент задач, вы можете перейти в настройки проекта, открыть вкладку\n""\nПользовательские настройки\n"", в поле\n""\nСтартовая страница раздела"" выбрать нужный вам раздел задач.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73024345701/original/xIRgO-xxP4g-cCBJhFl98jJ8fR1VYosS8w.png?1663256315']"|0.2770247
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026281465/original/uTB1R4gIoyQXSm_AoyQlPzbmp5oX94VORg.png?1664784289\nЗадачи можно переносить из панелей в календарь, а также между собой.', '## Календарь\nКалендарь служит ежедневным планировщиком задач.', 'Перетащив задачу в календарь, вы \xa0устанавливаете ей сроки выполнения, и наоборот - установив в задаче срок, она автоматически займет в календаре соответствующую ячейку.']|0.2832116
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|['Это могут быть как задачи, которые вы поставили сами себе, так и поставленные вам другим сотрудником.', 'Задачи со сроком выполнения автоматически отображаются в календаре и не дублируются в очереди.', 'При этом, если вы не выполнили такую задачу в срок, она будет отображаться с красным текстом как в календаре, так и очереди.']|0.289747
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|"['Чтобы перевести платеж и заявку в статус ""Оплачено"" при создании транзакции не забудьте отметить соответствующий чекбокс.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73015020899/original/iI7R_K3ood_ONh0PlSgMofl9AeMbsC1M1w.png?1657014314']"|0.27076787
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['Это нужно когда, например, заранее был составлен и согласован бюджет под несколько задач/платежей.', 'В таком случае вы можете вносить оплаченную сумму по частям и видеть сколько уже фактически оплачено из запрошенной суммы:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734624/original/QI1xrDs9XQOraTGI2u6DzrZpQqLDv_3p-w.png?1646157423\nРасходы по заявке будут видны и в самой заявке:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734626/original/tmuwKzf2GeBnDOSyvEgDSQ20gw2SlrQxsw.png?1646157424\nЕсли же при внесении суммы оплаты указать галочку «Перенести заявку в оплаченные», то заявка перейдет в статус “Оплачено”.']|0.28011686
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|"['## Согласование платежей\nСотруднику с доступом на согласование платежей доступны кнопки действия напротив каждого платежа.', 'Есть пять действий:\n- Согласовать\xa0- у платежа отметится один из этапов согласования и\n- Отклонить\xa0- платеж будет отклонен и станет недоступен для дальнейшего согласования\n- На паузу\xa0- на случай, если пока платеж нужно отложить и оплатить позже.', 'У него пропадут другие кнопки действия и изменится статус\n- Возобновить\xa0- появляется только у платежей на паузе.Действие вернет платеж в статус ""На рассмотрении"" и станет доступно согласование платежа\n- Создать транзакцию\xa0- доступно только согласованным платежам.']"|0.32037693
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['При включении согласования платежей, у вас появится поле, где можно указать, какие сотрудники будут согласовывать платежи.', 'В отличие от финплана, в этой цепочке нет жесткой последовательности, когда платеж согласовывают по очереди, все участники цепочки равнозначны.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73015017050/original/ru-jAqSYnvJLWkq-vJqxxHPumKMDjiQ4yA.png?1657011618\n\n## Создание и редактирование платежей\nКогда доступы выданы можно начать работу с таблицей.']|0.3314103
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Даже если личные сообщения перестанут отображаться у вас в боковой панели, они не будут удалены.', '## Настройки уведомлений\nВы можете найти настройки уведомлений, если нажмете на шестеренку в правом верхнем углу во вкладке ""Уведомления"".', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033025356/original/1eQDrT1ybDWObrnJ5ivjOehgbojWjuH2sg.png?1669365012\nУведомления по электронной почте\nУведомления по электронной почте отправляются для упоминаний и личных сообщений после того, как вы были оффлайн более 60 секунд или отсутствовали более 5 минут.']"|0.29863092
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|['Уведомления будут приходить на электронную почту, которая указана в вашем профиле.', 'Там автоматически указывается почта, с которой вы добавлены в проект в Platrum.', 'Мобильные push-уведомления\nPush-уведомления можно отправлять на ваше мобильное устройства, если у вас установлено приложение для Android или iOS.']|0.312635
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Вы можете настроить слова, которые вызывают упоминания, введя их на странице настроек.', 'Вам это поможет, если нужно получать уведомления обо всех сообщениях на определенную тему, например, ""команда_маркетинга"".', 'Уведомления об ответах\nКогда вы не просматриваете обсуждение, вы можете получить уведомления, если кто-то оставил в нем новое сообщение.']"|0.31699944
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|['Вы можете выбрать тип активности, при котором будет отправлено уведомление.', 'По умолчанию они отправляются для упоминаний и личных сообщений.', 'Если вы уже просматриваете сообщение в браузере или приложении, мобильное уведомление не будет отправлено.']|0.3324924
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['При активной настройке, при прохождении у сотрудников будут заблокированы все последующие курсы, пока не будут пройдены курсы, которые стоят перед ними:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73023391986/original/BTjr8FEy2Y8MpK8teoTzhmA_4f4RdmKPtQ.png?1662562792']|0.31508535
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Каждый раз, когда очередной слушатель курса напишет экзамен, тренеру будет приходить уведомление с указанием кто и в каком курсе написал экзамен, а также со ссылкой на страницу участников:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642052/original/XMZpxNyI17K1-0c0DhoQdhYSo0fln2Ohmw.png?1646058247\nУведомление приходит только при ответе на открытые вопросы, которые требуют проверки тренера, если сотрудник отвечает на закрытый вопрос, неважно, экзаменационный он или нет, уведомление не придет.', 'Информация о непройденных курсах, а также незавершенных обязательных курсах будет видна на рабочем столе сотрудника и его руководителя:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642049/original/KUQs8T-qmZaHusrYxdWONa-wQYapcDX1gA.png?1646058246']|0.32524142
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Таким образом сотрудники смогут работать с Platrum только из вашего офиса.', '##### Брендирование\nС помощью данного функционала вы сможете установить ваш проект на свой собственный домен, чтобы сотрудникам было проще взаимодействовать с сервисом, а так же кастомизировать его, сменив название компании и добавив свой логотип, которые будут отображаться в строке браузера:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031444155/original/atJaLdT2raTVALN8-J1_iT0lhIaX_alZmQ.png?1668415869\n\n##### Периодический бекап данных с отправкой архива на почту\nДанный функционал создан для того, чтобы вы не волновались за утерю своих данных.', 'Например, какой-то сотрудник случайно или по злому умыслу удалил все данные с вашего проекта (Например, все статьи из Базы знаний, все курсы Академии или всех Сотрудников).']|0.32588026
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Но при этом, фактически, сотрудник еще знает пароль, так как он мог его где-то сохранить.', 'Об этом факте система вам напоминает автоматически, дополнительно показывая сотрудников, которые имели доступ к паролю ранее.', 'И напоминая тем самым, что пароль стоит сменить.']|0.32658213
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|['### Как добавить плагин в проект?', 'В данном\nрепозитории (https://github.com/platrum/plugin-example)\nвы найдете полную инструкцию по созданию и внедрению плагина в свои проекты.', 'После того, как вы создали свой плагин, вы можете загрузить его через настройки:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73009334396/original/vf0rgqfpKKzaoh_G1dw6EcP7V_yYCwEYyw.png?1652275804']|0.31259453
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|"['# Добавление участников и тренеров\n\n\nНаглядно и просто мы описываем весь процесс запуска обучения в коротком видео:\nhttps://www.youtube.com/embed/esLVA9YBT04\n\n### Добавление участников и тренеров курса\nЧтобы добавить участника можно в Управлении курсами у нужного курса выбрать пункт «Участники»\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642053/original/7QDkeO4Oj4tqPTpev5ZhP-bJhzfpDSM_jg.png?1646058248\nЛибо открыть курс, вкладку ""Участники"".', 'На открывшейся странице нужно выбрать должности, для которых курс будет доступен для прохождения.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642055/original/tYZ29mSwc-KTAqDd3mFdedS1778Far6Yxg.png?1646058248\nУ выбранной должности можно включить также всех подчиненных по специальной иконке:После добавления должностей все соответствующие сотрудники отобразятся в списке участников.']"|0.31728464
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|['Ссылку для добавления в закладку, а также подробную инструкцию вы сможете найти в вашем проекте в разделе Настройки -> Контроль качества -> Настройка панели проверки:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003742499/original/_he_1bzzsiu4vC6wYn7Wx5-aNOlkdq2JxA.png?1646163672']|0.31920475
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|['Нагляднее вы можете узнать это из первой части нашего видео:\nhttps://www.youtube.com/embed/I3X_mBPn_Fk\nСОДЕРЖАНИЕ\n- Редактор текста\n--- Блоки\n--- Ссылки\n--- Типы контента\n- Сохранение\n--- Сохранить как черновик\n--- Сохранить\n- Дополнительные действия\n--- Человекочитаемый URL\n--- История версий\n--- Добавить в избранное\n--- FAQЕсть ли ограничение по количеству символов в статье?', '## Редактор текста\n\n### Блоки\nСуть блока в том, что это цельная часть текста, которая может быть перемещена, удалена или по-особому выделена.', 'Аналог блока редактора - абзац.']|0.32253656
Пишу правильный ответ на текст, пишет допустили ошибку|['Если в тесте несколько вопросов, а сотрудник неверно ответил только на один, то он не узнает, на какой именно.', 'Поэтому при повторном прохождении ему нужно будет снова ответить на все вопросы.', 'Это позволяет убедиться, что сотрудник точно знает ответы на все вопросы и хорошо ознакомлен с материалом, а не просто угадал ответ в первый раз.']|0.32967725
Пишу правильный ответ на текст, пишет допустили ошибку|['Это сделано для того, чтобы сотрудник не пытался найти правильный ответ методом перебора, а повторил материал статьи.', 'При допущении ошибки сотруднику показывается уведомление, в котором поясняется, на какое время заблокирован курс и до того, как он разблокируется, стоит повторить соответствующую статью еще раз:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642652/original/nbPSOCodDIvWno8R3R_1Vr2QjG_I7BW6hw.png?1646058660\nКогда сотрудник закрывает окно уведомления, система возвращает его к материалу, предшествовавшему вопросам, начинается обратный отсчет времени, а кнопка “Продолжить” блокируется:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642653/original/VNos2qYLVAUyGXXAk-JFg7ed5qV3-zQAaQ.png?1646058661\nПо умолчанию в настройках указано 15 минут на блокировку.', 'Вы можете изменить это время по своему усмотрению\n\n### Не задавать уже отвеченные вопросы повторно\nАктивная настройка будет предлагать сотруднику, если он допустил ошибку в каком-либо вопросе к материалу, \xa0ответить только на вопрос с ошибкой.']|0.33983913
Пишу правильный ответ на текст, пишет допустили ошибку|['Сотрудник заполняет ответы и нажимает по кнопке продолжить, после чего курс переходит в состояние ожидания проверки от тренера.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642109/original/Fm-IavmN1RzDHutYcjiQEeDIW_hQKIZIiw.png?1646058289\nПосле проверки тренером экзамен либо становится пройденным либо требует пересдачи.', 'Когда слушатель зайдет в курс с экзаменом требующим пересдачи, то он увидит в каких вопросах ошибся и сможет прочитать комментарии тренера.']|0.35213673
Пишу правильный ответ на текст, пишет допустили ошибку|['Если тип вопроса - с вариантами ответа, вы можете сразу добавить все варианты и отметить верный.', 'Можно выбрать как один, так и несколько правильных вариантов ответа, тогда вопрос будет с множественным выбором.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641847/original/bez6KAIpmM06eoe-2AN6B-yX9YTEvBLM_A.png?1646058107\nЕсли выбран тип вопроса - Открытый вопрос, то можно потребовать от сотрудника прикрепления файла (например, если вопрос предусматривает выполнение тестового задания).']|0.3553495
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['Таким образом сотрудники смогут работать с Platrum только из вашего офиса.', '##### Брендирование\nС помощью данного функционала вы сможете установить ваш проект на свой собственный домен, чтобы сотрудникам было проще взаимодействовать с сервисом, а так же кастомизировать его, сменив название компании и добавив свой логотип, которые будут отображаться в строке браузера:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73031444155/original/atJaLdT2raTVALN8-J1_iT0lhIaX_alZmQ.png?1668415869\n\n##### Периодический бекап данных с отправкой архива на почту\nДанный функционал создан для того, чтобы вы не волновались за утерю своих данных.', 'Например, какой-то сотрудник случайно или по злому умыслу удалил все данные с вашего проекта (Например, все статьи из Базы знаний, все курсы Академии или всех Сотрудников).']|0.31093985
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['Вы можете проверить, как удобно планировать свой бюджет в Platrum (На старте вам доступно до 20 заявок/месяц).', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614131/original/fHAs8lobn9ueFjol2GHf1FwGbvTHIlgDlw.png?1656602701\n9.', 'Тут вы можете контролировать учет офисного оборудования, его закупку а так же амортизацию (На старте вам доступно до 50 товаров).']|0.3175372
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['Правильно организованная и наполненная база знаний может значительно автоматизировать ряд процессов в вашей компании: ускорить ввод в работу новых сотрудников, защитить вас от потери знаний с уходом старых сотрудников, дать быстрый и удобный доступ к необходимой информации каждому сотруднику, исправить сырые процессы (которые никогда и никем не были описаны или описаны очень давно и не соответствуют реалиям).', 'И, главное, вы заставите каждый ваш документ работать, потому что База знаний Platrum включает в себя инструмент Академии.', 'К каждой статье вы можете добавить проверочные вопросы и создать из них курсы и экзамены, которые автоматически будут обучать ваших сотрудников и помогать контролировать их знания.']|0.32661933
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['А если ответственный за выполнение показателя уволился, можно всегда передать его метрику приемнику.', 'Обо всех этих действия пошагово\nразберем в инструкции (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525754)\n.', '### Шаг 2.']|0.3321437
Как вставить тесты и практические задания в обучающий курс?|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614135/original/fSFdKpGtP8QEAStaSUfkNBhWO1O5P1WySA.jpeg?1656602702\n6.', 'Исходя из статей в Базе знаний, вы можете создавать курсы для контроля знаний сотрудников - создавать тесты и экзамены внутри курса (На старте вам доступно до 5 курсов).', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614129/original/EAf8tsGAMjLp6JOo17SqQNAD4VB34BJMag.png?1656602701\n7.']|0.28812462
Как вставить тесты и практические задания в обучающий курс?|['В этом случае вопросы будут идти за своими материалами, не группируясь в экзамен в конце курса.', 'При прохождении курса студентом, он не будет отправляться на проверку после каждого вопроса, а только когда будут отвечены все вопросы.', 'Эта настройка позволит вам гибче настраивать прохождение курсов сотрудниками, но мы настоятельно советуем не отключать экзаменационность у открытых вопросов, так вы сможете лучше проверить усвоение материала своими сотрудниками.']|0.295161
Как вставить тесты и практические задания в обучающий курс?|['Сотрудник заполняет ответы и нажимает по кнопке продолжить, после чего курс переходит в состояние ожидания проверки от тренера.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642109/original/Fm-IavmN1RzDHutYcjiQEeDIW_hQKIZIiw.png?1646058289\nПосле проверки тренером экзамен либо становится пройденным либо требует пересдачи.', 'Когда слушатель зайдет в курс с экзаменом требующим пересдачи, то он увидит в каких вопросах ошибся и сможет прочитать комментарии тренера.']|0.30013204
Как вставить тесты и практические задания в обучающий курс?|"['О том, как добавлять вопросы и создавать тесты вы можете узнать из нашего видео:\nhttps://www.youtube.com/embed/esLVA9YBT04\nДля добавления вопроса нужно нажать на кнопку ""Добавить вопрос"".', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641853/original/-U1b4AwP0YyQ34EmO3g4zSg5ZmBZ6Ptu3Q.png?1646058108\nВ появившемся окне можно указать название вопроса, указать его тип (открытый или закрытый)\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641850/original/f8kH4pvP8aq2Z9StYgLlwG3lB6wcmCzQuw.png?1646058107\nВ поле «Баллы» можно указать балл, который будет засчитываться сотруднику при успешном ответе на вопрос.', 'Баллы будут отображаться напротив фамилии сотрудника в списке участников курса.']"|0.3049188
Подскажите, как пересдать экзамен, если есть неверные ответы?|['Если в тесте несколько вопросов, а сотрудник неверно ответил только на один, то он не узнает, на какой именно.', 'Поэтому при повторном прохождении ему нужно будет снова ответить на все вопросы.', 'Это позволяет убедиться, что сотрудник точно знает ответы на все вопросы и хорошо ознакомлен с материалом, а не просто угадал ответ в первый раз.']|0.27365297
