question|document_page_content|similarity_score
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|['Для этого\xa0напишите, пожалуйста, нам, мы обязательно поможем.', 'Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу).', 'При расчете стоимости новой лицензии мы учтем остаток срока текущей и соответственно уменьшим итоговую сумму счета.', '### Можно ли не платить за пользователей, которые не заходят в проект?', 'Если в лицензии кол-во пользователей меньше, чем в действительности в проекте, то «лишняя» часть пользователей будет автоматически отключена (они не смогут пользоваться проектом).', 'Вы можете вручную управлять отключением пользователей на странице «Сотрудники» раздела «Компания».', 'На этой странице вы можете отключить, например, сотрудников, которые просто размещены на структуре, но не пользуются проектом (например, разнорабочих).']|0.36447018
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|"['Тут вы можете контролировать учет офисного оборудования, его закупку а так же амортизацию (На старте вам доступно до 50 товаров).', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614128/original/X52l7jkutmS5nugbNFQSdFDNTfjAzqSHNA.png?1656602701\n10.', 'С помощью нашего расширения для Google Chrome, вы можете проверять своих сотрудников на ошибки и несостыковки в их работе с другими CRM системами (На старте вам доступно до 50 проверок в месяц).', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614130/original/_QDDZnzgGTErSVoCNT1YIO7aPzsVaoDl4A.png?1656602701\n11.', 'Сможете познакомиться с нашей парольницей, в которой вы можете хранить все доступы вашего проекта или компании в одном месте, не переживая, что они попадут в чужие руки (На старте вам доступно до 50 паролей).', '#### \n\n#### Тариф ""Начальный""\nДанный тариф подходит небольшим компаниям, которые только начинают свой путь в сфере бизнеса.', 'Для таких компаний был разработан тариф, в который входит все из предыдущего тарифа (Бесплатный), но так же полностью разблокированы функции:\n\n##### Задачи\nЗдесь вы сможете ставить задачи своим сотрудникам не переживая за то, что они забудутся/потеряются или не выполняться.']"|0.3652031
Если мне необходима консультация, чтобы понять насколько ваш сервис подходит для нашей компании, что мне необходимо сделать?)|"['для одного сотрудника.', 'В эту стоимость входит 5 гб свободного пространства для загрузки файлов на каждого сотрудника.', 'Такого объема памяти должно быть достаточно для работы, но если вам необходим больший объем, то есть возможность докупить 100гб на проект за 2000 рублей в месяц.', 'Вы всегда можете подключить мессенджер по своему желанию к любому из тарифов, по умолчанию он не входит ни в один из них.', '## Установка\nПосле подключения мессенджера в ваш проект, в настройках проекта и в боковом меню слева появится раздел ""Корпоративный мессенджер"".', 'Перед началом использования вам нужно включить мессенджер в своем проекте.', 'Перейдите в настройки вашего проекта в Platrum, откройте ""Настройки"" в разделе ""Корпоративный мессенджер"".']"|0.37253547
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['Если вы хотите, чтобы при входе в Задачи у вас сразу открывался Календарь или любой другой инструмент задач, вы можете перейти в настройки проекта, открыть вкладку\n""\nПользовательские настройки\n"", в поле\n""\nСтартовая страница раздела"" выбрать нужный вам раздел задач.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73024345701/original/xIRgO-xxP4g-cCBJhFl98jJ8fR1VYosS8w.png?1663256315']"|0.2770247
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['Завершая одну из регулярных задач, вы завершите только текущую, все остальные останутся без изменений.', 'Вам не придется каждый раз создавать новую типовую задачу.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73018928122/original/X__sq1ED2IOuiPqOQWMcnbIBZ2M-HQUXXA.png?1659545848\nРегулярные задачи автоматически попадают в план, соответствующий срокам их выполнения и строятся в отдельной группе ""Повторяющиеся задачи"".', 'Их можно убрать из плана, только стерев сроки исполнения.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003646184/original/Y1qCW4GtuqgGqIh_VNXfLSAyyzZ3ytGn9w.png?1646061116\n\n### Синхронизация с Google Календарем\nНастраивается синхронизация в разделе настроек - Задачи - Интеграция с Google Calendar.', 'В нее также можно быстро перейти со страницы ""Календарь"" через шестеренку.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003646181/original/GREowCRCJnNTjpfpxgKOMx2UtqmVf5fD9w.png?1646061114\nПри подключении вы можете создать новый календарь с названием Platrum, либо выбрать в списке один из уже использующихся календаре.']"|0.2851867
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003646185/original/QhUuRJBREv_CQwhbv8e325mXoChUPshVOw.png?1646061116\nСинхронизация задач с Google Календарем двусторонняя.', 'Чтобы задача отобразилась в Platrum, нужно создать ""Мероприятие"" в Google Календаре и выбрать календарь, который вы указывали при интеграции c Google Календарем в Platrum.', '## Списки задач\nСправа от календаря находятся списки задач.', 'Каждый из них выполняет свою функцию в календаре, о которых расскажем ниже.', '### Очередь\nВ очереди задач отображаются все задачи, где вы - исполнитель.', 'Это могут быть как задачи, которые вы поставили сами себе, так и поставленные вам другим сотрудником.', 'Задачи со сроком выполнения автоматически отображаются в календаре и не дублируются в очереди.']"|0.2994348
Здравствуйте , задачи с гугл календаря попадают только в календарь,??|"['Если у задачи нет четкого срока выполнения, но ее точно нужно сделать в определенный день, вы можете добавить задачу ""На день"".', 'Это актуально как для одного дня, так и для нескольких (например, если на выполнение фоновой задачи у вас есть 3 дня).', 'Если задача поставлена со сроком руководителем подчиненному, подчиненный сможет изменить срок выполнения.', 'Постановщику при этом придет уведомление об изменении срока в задаче.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026281745/original/C0FJzcu5QR3VUWWfYvvr4xV1B-nlKt6T-Q.png?1664784421\nВремя в календаре адаптируется под часовой пояс вашего устройства.', 'Если сотрудники работают в разных часовых поясах, они будут видеть задачи в календаре в зависимости от своего часового пояса.', '### Внешний вид\nУ календаря есть 2 режима отображения:\n- 7-дневный, когда на календаре отображаются дни текущей недели\n- 1-дневный, когда отображается только сегодняшний день\nПри этом вы сами можете отрегулировать ширину календаря, растянув или сузив его на странице.']"|0.30842558
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|"['На всякий случай проверьте, что все данные верны, прежде, чем создавать транзакцию.', 'В не сможете создать платеж на сумму больше, чем изначально согласовано.', 'Когда транзакция будет создана, оплаченная сумма отразится и в платеже, и в заявке финплана, если вы ее привязывали.', 'Чтобы перевести платеж и заявку в статус ""Оплачено"" при создании транзакции не забудьте отметить соответствующий чекбокс.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73015020899/original/iI7R_K3ood_ONh0PlSgMofl9AeMbsC1M1w.png?1657014314']"|0.31179285
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['Но если это требуется, можно включить такую опцию в настройках фин.планирования.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73007760944/original/P1kkyKkQs6IhjnMEPPm-eC3iA-xQHJ2KtA.png?1650558746\nРедактировать заявки могут:\n- сам сотрудник, который создал заявку, пока она не отклонена или не согласована\n- руководители его вертикали\n\n## Согласование заявок\nЗаявки выводятся в списке.', 'Если у сотрудника есть доступ ко все заявкам, то он видит все заявки.', 'Если нет, то он видит только свои заявки или заявки, где он участвует в цепочке согласования.', 'Сотрудник, который может поставить свое согласование по заявке видит у соответствующей заявки кнопки для отказа или согласования.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734632/original/1MfqxQ9xLDyMSxECXPSijwg05LX2kfaVPw.png?1646157425\nЕсли сотрудник также может поставить финальное согласование, то он увидит соответствующую иконку (обратите внимание, что последний в цепочке финального согласования может под свою ответственность поставить финальное согласование без предыдущих согласований в цепочке)\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734633/original/ru9Ags-7NIF8dCYk3FSwT1QZr1AzAC8Y-g.png?1646157425\nОтклоненную заявку можно вернуть в работу (при этом она заново должна пройти весь путь согласования).', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734621/original/LHQCwpTL4XeiFQibvvT0y5MCrS6C4ZW_gA.png?1646157420\nПосле финального согласования заявка переходит в статус “Согласовано”.']|0.3248461
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734623/original/Uvqah9Zxcc-HKzCODL8wqLqwfKAvzIoh1w.png?1646157423\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734629/original/mcUJyNeBrPOzmOCAQx5dfwXtAwHEml3P3w.png?1646157424\n\n## Внесение оплаченной суммы по заявке\n\n## \nПо полностью согласованной заявке можно внести фактически оплаченную сумму.', 'Это может сделать сотрудник, у которого есть соответствующий доступ (смотрите в настройках доступов -> Редактирование транзакций расхода).', 'У полностью согласованной заявки он увидит специальную иконку:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734625/original/WU8isJlx4VVeEhm7SRpZsnhMhrgqk6TBWA.png?1646157424\nИли можно добавить расход прямо из заявки:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734631/original/XBi6z8lpIfrqMjlLS6baT35BjKz3Lk28Tw.png?1646157425\nПри нажатии на иконку или кнопку откроется окно для создания транзакции расхода:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734628/original/Ed9-W1W85dw7BdX8d7UsWjbk8P0xbZtjQg.png?1646157424\nВ данном окне можно внести кассу, с которой произошла оплата, оплаченную сумму и указать тип расхода (если у вас пустой список касс - см как их создать в разделе Финансы чуть ниже).', 'При этом, если не выбрать галочку «Перенести заявку в оплаченные», то внесенная сумма сохранится, транзакция будет создана, но заявка все еще будет в статусе “Согласована”.', 'Это нужно когда, например, заранее был составлен и согласован бюджет под несколько задач/платежей.', 'В таком случае вы можете вносить оплаченную сумму по частям и видеть сколько уже фактически оплачено из запрошенной суммы:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734624/original/QI1xrDs9XQOraTGI2u6DzrZpQqLDv_3p-w.png?1646157423\nРасходы по заявке будут видны и в самой заявке:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003734626/original/tmuwKzf2GeBnDOSyvEgDSQ20gw2SlrQxsw.png?1646157424\nЕсли же при внесении суммы оплаты указать галочку «Перенести заявку в оплаченные», то заявка перейдет в статус “Оплачено”.']|0.34378898
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['Ее сумма будет поделена в процентном соотношении и каждая часть пополнит баланс своего фонда.', 'Если у вас в проекте есть несколько касс с разными валютами, то сумма поступлений будет приводится к одной валюте основной кассы.']|0.356951
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033028030/original/bURZyj9OyAoT5Y3ItNWOKnOb6HfV2kMb3Q.png?1669366914\nТам же вы можете выбрать, какое количество личных сообщений отображать в боковом меню: 10, 15, 20, 40 или все.', 'Ту же настройку вы можете найти в ""Настройках"" при выборе ""Боковой панели"".', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033028138/original/H2ZE-FV1CIs1q_9wPBrqMDZYq3PYEKdE4Q.png?1669366962\nСтарые сообщения, не входящие в выбранное вами число, будут скрыты из категории.', 'Даже если личные сообщения перестанут отображаться у вас в боковой панели, они не будут удалены.', '## Настройки уведомлений\nВы можете найти настройки уведомлений, если нажмете на шестеренку в правом верхнем углу во вкладке ""Уведомления"".', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033025356/original/1eQDrT1ybDWObrnJ5ivjOehgbojWjuH2sg.png?1669365012\nУведомления по электронной почте\nУведомления по электронной почте отправляются для упоминаний и личных сообщений после того, как вы были оффлайн более 60 секунд или отсутствовали более 5 минут.', 'Уведомления будут приходить на электронную почту, которая указана в вашем профиле.']"|0.32422236
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083817/original/ksJdh4hFBshoOCCDoV8LMYaEZIb3W0xsWw.png?1645106708\n\n### Уведомления\nПо событиям, происходящем в проекте есть три варианта получения уведомлений:\n- На email\n- Пуш\n- В проекте (центр уведомлений)\nБазово включены все типы уведомлений для всех событий, но вы можете отрегулировать это, если хотите следить только за какими-то конкретными определенным способом.', 'Для этого нужно открыть Настройки -> в концы страницы открыть Настройки уведомлений\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083861/original/0E64rlsq9leF4FcZZGgzUDGobLbZ94C4pQ.png?1645106729\nВы можете отключить какой-то канал целиком (email из примера на скриншоте), либо отдельно по группам уведомлений (из примера на скриншоте - все уведомления в проекте из категории ""Пароли"").']"|0.3381861
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Если вы хотите, чтобы при входе в Задачи у вас сразу открывался Календарь или любой другой инструмент задач, вы можете перейти в настройки проекта, открыть вкладку\n""\nПользовательские настройки\n"", в поле\n""\nСтартовая страница раздела"" выбрать нужный вам раздел задач.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73024345701/original/xIRgO-xxP4g-cCBJhFl98jJ8fR1VYosS8w.png?1663256315']"|0.34319407
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Там автоматически указывается почта, с которой вы добавлены в проект в Platrum.', 'Мобильные push-уведомления\nPush-уведомления можно отправлять на ваше мобильное устройства, если у вас установлено приложение для Android или iOS.', 'Вы можете выбрать тип активности, при котором будет отправлено уведомление.', 'По умолчанию они отправляются для упоминаний и личных сообщений.', 'Если вы уже просматриваете сообщение в браузере или приложении, мобильное уведомление не будет отправлено.', 'Вы также можете выбрать, когда отправлять push-уведомления в зависимости от вашего статуса в мессенджере.', 'По умолчанию push-уведомления отправляются, если у вас выбран статус ""Отошел"" или ""Не в сети"".']"|0.3449363
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['По каждому сотруднику в курсе отображается прогресс.', 'Добавить первых участников можно\nпо инструкции.', '(https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525542)\n\n#### Шаг 4.', 'Добавляем экзамен\nЭкзамены автоматически формируются из открытых вопросов, которые вы включили в курс. При этом по желанию вы можете любой вопрос теста назначить экзаменационным.', 'Экзамен становится доступен сотруднику на самом последнем шаге курса.', 'Подробнее о работе экзаменов и тренеров описано\nв статье.', '(https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525543)\n\n#### Шаг 5.']|0.32991505
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Как только сотрудник отправит обязательный курс на проверку, метрики станут ему доступны.', 'Если курс будет пройден не верно, метрики опять заблокируются.']|0.3336275
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Если вас это не интересует, нажмите кнопку “Пропустить, я опытный пользователь”.', 'https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083251/original/tYQCmRqPzp0wSvJfNY8qg5zuYZShpCphfg.png?1645106286\nПосле этого вы попадете на главную страницу проекта.', '## Пароль\nПосле того, как вы зарегистрировались, на почту, которую вы указали, придет приветственное письмо от Platrum, в котором будет пароль от вашего аккаунта.', 'Если не нашли письмо, проверьте папку “Спам”.', 'Вот так выглядит наше письмо:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083302/original/clVjCJL6hqC1CP38A2ih9sgdavZb9vYMgg.png?1645106320\nПароль вы можете всегда сменить в разделе Настройки>Профиль.', '## О работе с проектами\n\n### Демо-данные\nКак только вы зарегистрировались в системе, вы попадаете в свой новый проект, где видите демо-данные.', 'Они предназначены для того, чтобы вы при первом знакомстве с продуктом, могли визуально представить, как все устроено и что будет у вас в результате настройки, а также вдохновиться некоторыми идеями по организации работы в проекте.']|0.3359445
