question|document_page_content|similarity_score
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['При этом, если не выбрать галочку «Перенести заявку в оплаченные», то внесенная сумма сохранится, транзакция будет создана, но заявка все еще будет в статусе “Согласована”.']|0.27897412
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|['При включении согласования платежей, у вас появится поле, где можно указать, какие сотрудники будут согласовывать платежи.']|0.29431182
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Для этого нужно открыть Настройки -> в концы страницы открыть Настройки уведомлений\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083861/original/0E64rlsq9leF4FcZZGgzUDGobLbZ94C4pQ.png?1645106729\nВы можете отключить какой-то канал целиком (email из примера на скриншоте), либо отдельно по группам уведомлений (из примера на скриншоте - все уведомления в проекте из категории ""Пароли"").']"|0.28697085
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|['Уведомления будут приходить на электронную почту, которая указана в вашем профиле.']|0.29151064
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|['- Использовать свой почтовый сервер для уведомлений.']|0.29275468
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"['Настройки уведомлений для канала\nДля управления настройками уведомлений канала, нажмите на название канала сверху и выберите ""Настройки уведомлений"":\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033022196/original/KoUsVkEQ2DBOoV4CQOidx_Cd7uclotKsNQ.png?1669363121\n- Отключить уведомления\nОтключение уведомлений на рабочем столе, по электронной почте и через push-уведомления для этого канала.']"|0.31990337
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['На втором экране можно записаться на внедрение Platrum, пройти курс обучения пользованию системой.']|0.29253292
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73023387999/original/y8ObPTEilN5DdAgXarLOiCKM_pwROo899A.png?1662561281\nНапример, вам необходимо, чтобы сотрудники проходили курсы в четкой последовательности - вы сможете настроить прохождение программы таким образом, чтобы сотрудники не смог приступить к следующему курсу, пока не будет пройден предыдущий.']|0.29419965
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|"['В поле ""Email пользователя"" введите почтовый адрес будущего владельца и подтвердите передачу проекта галочкой.']"|0.29766577
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|['Там автоматически указывается почта, с которой вы добавлены в проект в Platrum.']|0.2990743
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|['Нагляднее вы можете узнать это из первой части нашего видео:\nhttps://www.youtube.com/embed/I3X_mBPn_Fk\nСОДЕРЖАНИЕ\n- Редактор текста\n--- Блоки\n--- Ссылки\n--- Типы контента\n- Сохранение\n--- Сохранить как черновик\n--- Сохранить\n- Дополнительные действия\n--- Человекочитаемый URL\n--- История версий\n--- Добавить в избранное\n--- FAQЕсть ли ограничение по количеству символов в статье?']|0.29361433
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|['В небольшом видео ниже описана настройка и работа инструмента:\nhttps://www.youtube.com/embed/gklTnjZLXg0\n\n### Как работает автоматический контроль знаний\nСуть данного инструмента в том, что для сотрудников, проходивших курсы академии раз в определенный период, автоматически формируется новый курс, содержащий в себе понемногу вопросов от каждого пройденного ранее.']|0.2938462
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|"['О том, как добавлять вопросы и создавать тесты вы можете узнать из нашего видео:\nhttps://www.youtube.com/embed/esLVA9YBT04\nДля добавления вопроса нужно нажать на кнопку ""Добавить вопрос"".']"|0.2940389
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|"['# Добавление участников и тренеров\n\n\nНаглядно и просто мы описываем весь процесс запуска обучения в коротком видео:\nhttps://www.youtube.com/embed/esLVA9YBT04\n\n### Добавление участников и тренеров курса\nЧтобы добавить участника можно в Управлении курсами у нужного курса выбрать пункт «Участники»\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642053/original/7QDkeO4Oj4tqPTpev5ZhP-bJhzfpDSM_jg.png?1646058248\nЛибо открыть курс, вкладку ""Участники"".']"|0.3022834
Пишу правильный ответ на текст, пишет допустили ошибку|['Если в тесте несколько вопросов, а сотрудник неверно ответил только на один, то он не узнает, на какой именно.']|0.3158604
Пишу правильный ответ на текст, пишет допустили ошибку|['Если тип вопроса - с вариантами ответа, вы можете сразу добавить все варианты и отметить верный.']|0.32432234
Пишу правильный ответ на текст, пишет допустили ошибку|"['|\nЕсли вы допустили ошибку, можно отменить действие, либо, наоборот, вернуть последнее отмененное, для этjго в левом верхнем углу есть соответствующие кнопки:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641248/original/MBGkK5vb0ZLRRczUEc3iOogUOW3gqCTxrA.png?1646057732\nОтменить действие можно также по команде Ctrl+Z.']"|0.32460392
Пишу правильный ответ на текст, пишет допустили ошибку|['Решение мы\nописали в статье с частыми вопросами.']|0.33227912
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|"['Это можно сделать, заполнив форму в том же меню по кнопке ""Заказать внедрение"", либо на нашем сайте -\nhttps://platrum.ru/partners-list (https://platrum.ru/partners-list)\nВ течение часа с момента заполнения анкеты с вами свяжутся наши партнеры, соберут требования и обсудят детали процесса подключения.']"|0.29165223
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['Таким образом сотрудники смогут работать с Platrum только из вашего офиса.']|0.29914418
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['В Platrum вы можете вести учет всех ваших контрагентов и отслеживать, кто в каких объемах и за что платит вам, а кому вы.']|0.3024961
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|['Вы сможете сами отслеживать работу своих сотрудников в одном удобном инструменте.']|0.30599883
Как вставить тесты и практические задания в обучающий курс?|['К каждой статье вы можете добавить проверочные вопросы и создать из них курсы и экзамены, которые автоматически будут обучать ваших сотрудников и помогать контролировать их знания.']|0.27020442
Как вставить тесты и практические задания в обучающий курс?|['Добавляем тесты\n--- Шаг 2.']|0.27696836
Как вставить тесты и практические задания в обучающий курс?|['В небольшом видео ниже описана настройка и работа инструмента:\nhttps://www.youtube.com/embed/gklTnjZLXg0\n\n### Как работает автоматический контроль знаний\nСуть данного инструмента в том, что для сотрудников, проходивших курсы академии раз в определенный период, автоматически формируется новый курс, содержащий в себе понемногу вопросов от каждого пройденного ранее.']|0.27899408
Как вставить тесты и практические задания в обучающий курс?|"['О том, как добавлять вопросы и создавать тесты вы можете узнать из нашего видео:\nhttps://www.youtube.com/embed/esLVA9YBT04\nДля добавления вопроса нужно нажать на кнопку ""Добавить вопрос"".']"|0.2856866
Подскажите, как пересдать экзамен, если есть неверные ответы?|['Если в тесте несколько вопросов, а сотрудник неверно ответил только на один, то он не узнает, на какой именно.']|0.27181855
Подскажите, как пересдать экзамен, если есть неверные ответы?|['Когда слушатель зайдет в курс с экзаменом требующим пересдачи, то он увидит в каких вопросах ошибся и сможет прочитать комментарии тренера.']|0.2843072
Подскажите, как пересдать экзамен, если есть неверные ответы?|['Экзамен содержит все экзаменационные вопросы.']|0.29931086
Подскажите, как пересдать экзамен, если есть неверные ответы?|['При этом вы можете сделать экзаменационным и закрытый вопрос , нажав на кнопку в виде академической шапочки.']|0.30316216
Менеджеры могут и писать курс и проходить его потом?|['Тренера может назначить Администратор академии или Создатель курсов среди участников курса.']|0.2622199
Менеджеры могут и писать курс и проходить его потом?|['Как только сотрудник отправит обязательный курс на проверку, метрики станут ему доступны.']|0.2818095
Менеджеры могут и писать курс и проходить его потом?|['У него и его руководителя на рабочем столе уведомление станет красным и текст изменится на то, что есть просроченные обязательные курсы.']|0.28595668
Менеджеры могут и писать курс и проходить его потом?|['При этом, если у сотрудника есть доступ на заполнение метрик других сотрудников, эта возможность у него останется, но свои он не сможет заполнять, пока не завершит прохождение обязательного курса в академии.']|0.2860984
Подскажите, пожалуйста, как перенести статью из папки в папку|['Если в курс нужно добавить несколько статьей из одной папки, нажмите на + рядом с названием папки.']|0.3084749
Подскажите, пожалуйста, как перенести статью из папки в папку|['Чтобы перенести задачу в план, и наоборот, из плана, нужно нажать на соответствующую кнопку.']|0.3170692
Подскажите, пожалуйста, как перенести статью из папки в папку|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003640956/original/MRn3EmBP2mnWs6BMx9DS-TCxYMggR7L_AA.png?1646057547\nТаким образом можно перемещать статью можно внутри родительской подкатегории.']|0.32003534
Подскажите, пожалуйста, как перенести статью из папки в папку|"['Если требуется переместить статью в другую категорию или раздел, нужно нажать на кнопку “Изменить расположение” (пиктограмма “карандаша” над названием статьи) и выбрать в выпадающем окне нужный вам раздел или категорию:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003640965/original/9v_8gTcYky_xVeLn1SDTvRfRsi-QRmVvlQ.png?1646057550\n\n### Удаление статей и разделов\nЕсли вам нужно удалить созданный раздел, зайдите в него и нажмите на шестеренку настроек справа от названия раздела, выберите ""Редактирование раздела"":\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033754107/original/VahkJvvzPD6Y8_9q6fM-m9LI_l-7gMNQKA.png?1669900400\nВ открывшемся окне нажмите на ""Удалить"", раздел вместе со статьями в нем будет полностью удален.']"|0.32037926
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|"['Напротив поля нажать на кнопку с тремя точками и там включить чекбокс ""Выводить под блоком""\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003438161/original/JBq5-kPpWNuZiHIP75CwD8PkqrjOP0ELEA.png?1645704081\n\n#### Как добавить отдел между двумя существующими по вертикали?']"|0.28185514
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|['https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003438160/original/t0tzUdXfgTdi2a8KaoZE3UXzH59OTt_DaQ.png?1645704080\nДля этого:\n- Перейдите в режим редактирования структуры;\n- Наведите курсор на нижнюю или боковую границу блока (в зависимости от того, как вы хотите ее растянуть: вширь или в длину), появится двойная стрелка;\n- Зажмите левую кнопку мыши и потяните границу в нужную сторону.']|0.289317
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|['В этом случае при следующем посещении раздела вы увидите рядом с такой статьей пиктограмму с восклицательным знаком, а самой статье пометку, что есть несохраненные изменения:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641268/original/soDkAI-N6LRQgjv8cCy_QqdD4aiLCEnX-A.png?1646057737\nВажно: Если вы зайдете в базу знаний с другого устройства, вы не увидите последние несохраненные правки.']|0.29502192
Подскажите, возможно ли в текстовом редакторе внутри базы знаний сделать картинку- полоску для разделения текста.|['Для этого используем оператор ^:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641261/original/PHnA7p4Rbbv0WjsC35WnNAGiBZ0Bg7aSmg.png?1646057736\nПо аналогии можно сослаться на одну из уже добавленных статей, поставив в нужном месте текста #:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641265/original/y8aDi1ncG6C9kn9q5vtdBGiLNWpfkJIDiw.png?1646057736\n\n### Типы контента\nЕсли навести на блок текста, слева можно увидеть знак “Р”, это означает, что сейчас в нашем блоке введен текст. Если навести на саму букву, то появится стрелка, по нажатию\xa0на которую появится список всех возможных типов контента:\n- Заголовки H1 и H2\n- Цитата\n- Списки (нумерованный и маркированный)\n- Таблица\n- Выделение в три цвета (красный, желтый, зеленый)\n- Изображение (PNG, JPG, GIF)\n- Код\n- Видео-хостинги - добавляет видео из YouTube или RuTube при вставке ссылки\n- Аудиоплеер - для вставки аудио файлов (MP3, WAV)\n- Видеоплеер - для вставки видео файлов (MKV, MOV, MP4)\n- iframe - контейнер, куда загружается содержимое с другого ресурса (например, график из Google Таблицы)\n- Файл\n- Столбцы (30/70, 70/30, 50/50)\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641275/original/-wzy8VHxi13tHxe9NQ58GPg_HajMYRlzBQ.png?1646057741\nНа примере ниже мы добавили в статью отсылки к сотруднику и другим статьям базы знаний, цитату, iframe, столбцы 50/50 с выделением разными цветами:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641269/original/kKEyO_v2hv620eyL8VEBSgpdPZij4_WZjw.png?1646057737\nВы можете создать маркированный и нумерованный список, нажав на соответствующие кнопки сверху в панели инструментов.']|0.29850006
новости в компании каждый сотрудник может публиковать?|['Проверите, как удобно вести свою базу знаний для хранения и публикации информации внутри компании (На старте вам доступно создание до 20 статей).']|0.27125692
новости в компании каждый сотрудник может публиковать?|['Сохранить готовую статью можно как публикацию, видимую всем, у кого есть доступ, а также как черновик.']|0.27146226
новости в компании каждый сотрудник может публиковать?|['Также такие сотрудники будут видеть статью, даже если она еще в статусе черновика, так как они должны участвовать в работе над этой статьей.']|0.27821803
новости в компании каждый сотрудник может публиковать?|['По каждому сотруднику в курсе отображается прогресс.']|0.28521842
Здравствуйте есть api на бронирование?|['- Как забронировать?']|0.25523093
Здравствуйте есть api на бронирование?|['# Бронирование\n\n\nДанная функциональность предназначена для удобного бронирования чего-либо, например, переговорных комнат.']|0.29536533
Здравствуйте есть api на бронирование?|['Если вам не удобно пользоваться календарным представлением, вы можете открыть окно бронирования:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73008946997/original/ZFTR9S1ueAGV7KzbnOCqZatKPN9KBqG70w.png?1651847628\nЗдесь в более удобном формате вы сможете выбрать нужное время и увидеть, какие переговорные комнаты доступны на данное время.']|0.30594203
Здравствуйте есть api на бронирование?|['Любой сотрудник может зайти в раздел, и забронировать необходимую ему переговорную комнату.']|0.32426298
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|['Добавляем участников и тренеров\nЧтобы сотрудники узнали о курсе и начали его проходить, нужно добавить в курс соответствующие должности.']|0.22936237
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|"['Если у вас уже добавлены сотрудники и настроены права для них, чтобы не повторять действие для каждого нового сотрудника, можно в поле ""Права как у"" выбрать сотрудника, у которого уже есть необходимый набор прав. Например, если у вас уже добавлен администратор базы знаний и академии, и вам нужен еще один такой же сотрудник, вы в данном поле можете выбрать его из выпадающего списка.']"|0.23774986
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|['Как добавить сотрудников \xa0в проект, назначить на должности, выдать нужные права и задать графики работы описано в статьях раздела по шагам:\n\n### Шаг 1.']|0.23962295
как добавить права сотруднику и какие чтоб он мог делать курсы и выставлять их|['- Создатель курсов -\xa0сотрудник с таким доступом может создавать курсы, назначать участников, тренеров, проверять результаты участников.']|0.2564701
Работает ли Платрум в Азербайджане?|['Таким образом сотрудники смогут работать с Platrum только из вашего офиса.']|0.32052854
Работает ли Платрум в Азербайджане?|['И, главное, вы заставите каждый ваш документ работать, потому что База знаний Platrum включает в себя инструмент Академии.']|0.33271068
Работает ли Платрум в Азербайджане?|['На втором экране можно записаться на внедрение Platrum, пройти курс обучения пользованию системой.']|0.33431304
Работает ли Платрум в Азербайджане?|['Это может быть востребовано в случае, если у вас несколько направлений в бизнесе и вы хотите разделить их в Platrum.']|0.3352961
в БП есть опция отмены создания БП?|['- Как забронировать?']|0.32596567
в БП есть опция отмены создания БП?|"['Если вы не хотите, чтобы исполнитель мог менять сроки выполнения шага, можно снять галочку ""Можно перенести"" справа.']"|0.34184915
в БП есть опция отмены создания БП?|"['Если вы не хотите, чтобы исполнитель мог менять сроки выполнения шага, можно снять галочку ""Можно перенести"" справа.']"|0.34184915
в БП есть опция отмены создания БП?|['Но если это требуется, можно включить такую опцию в настройках фин.планирования.']|0.3484272
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|['У каждой метрики вы можете открыть меню выбора преемника.']|0.35761017
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|['Когда все шаги по бизнес-процессу будут выполнены, процесс будет считаться закрытым:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73026292920/original/HHsdz_sFjSpji1Ks8fHHdcBt0EYYW2YPoQ.png?1664790826\nНа верхней панели процесса вы можете увидеть постановщика, название процесса, шаг, на котором процесс сейчас находится, дедлайн по всему процессу, карту процесса и более подробную историю действий по процессу.']|0.36528963
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|['При этом вы можете сделать экзаменационным и закрытый вопрос , нажав на кнопку в виде академической шапочки.']|0.36563182
есть ли у БП параметр успешности\неуспешности закрытия? Н-р, при выборе одного селекта + завершить БП будет помечен как успешно закрытый, другого + завершить - как неуспешно закрытый.|"['Если вы нажмете на кнопку завершения задачи, задача автоматически перейдет в статус ""Завершенная"" и сменит колонку на ""Завершенные"".']"|0.36705574
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|['Чтобы другие сотрудники имели к нему доступ в разделе Настройки -> Доступы -> Финансы нужно выдать доступ “Отчет ДДС”\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73021088619/original/PLPBe2T5Q3GPIvBPlkqMxur29v0eeYjZ6Q.png?1660925110\nСотрудник с таким уровнем доступа увидит полный отчет по движению денежных средств.']|0.24479002
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|['Полный доступ к работе с инструментом другим сотрудникам можно выдать в разделе Настройки-> Доступы -> Финансы\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73021087869/original/4N6hfnMbphJBcXhjotf48zSONfe5exefhQ.png?1660924761\nВы можете выдать как полный доступ, так и ограничить для некоторых сотрудников работу с финансами только просмотром некоторых отчетов.']|0.24545209
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|['Таким образом, если у вас несколько филиалов с разными счетами или в рамках одной компании разные сотрудники отвечают за разные кассы, вы можете выдать этот доступ им всем и каждый из них сможет видеть данные только по тому счету, который ему доступен.']|0.24816357
как сделать чтоб сотрудник мог видеть и вносить суммы в расходах и доходах только своей кассы и типов его отдела|['Таким образом однажды настроив разбивку типов расхода по отделам вам не нужно каждый раз вручную выдавать доступ всем новым сотрудникам к необходимым типам.']|0.26002854
Как создать виджет в дашбоорд?|['Пример, как будет выглядеть дашборд, если добавить таблицу.']|0.25315025
Как создать виджет в дашбоорд?|['https://www.youtube.com/embed/8hiiG4AAcFo?list=PLW1EmxdCk9RLifE7Rz6ZvsasPB1QrtGA9\n\n### Как настроить дашборд\n\n#### Создание\nДля создания и настройки дашборда вам нужно просто добавить на него нужные виджеты.']|0.25348976
Как создать виджет в дашбоорд?|['Но в дашбордах есть возможность на один виджет вывести графики метрик из разных должностей.']|0.26596957
Как создать виджет в дашбоорд?|"['Это делается по кнопке ""Добавить виджет"".']"|0.2698046
работает ли Platrum в Китае?|['Таким образом сотрудники смогут работать с Platrum только из вашего офиса.']|0.32097182
работает ли Platrum в Китае?|['Это может быть востребовано в случае, если у вас несколько направлений в бизнесе и вы хотите разделить их в Platrum.']|0.338315
работает ли Platrum в Китае?|['Вы сможете настроить Platrum так, как удобно вам.']|0.3437519
работает ли Platrum в Китае?|['В Platrum вы можете вести учет всех ваших контрагентов и отслеживать, кто в каких объемах и за что платит вам, а кому вы.']|0.34418118
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|['О том как создавать вопросы и курсы вы можете подробнее узнать из\nстатьи (https://help.platrum.ru/article/23-article)\nили нашего видео:\nhttps://www.youtube.com/embed/esLVA9YBT04']|0.28410444
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|['На втором экране можно записаться на внедрение Platrum, пройти курс обучения пользованию системой.']|0.29029894
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|['Информация о непройденных курсах, а также незавершенных обязательных курсах будет видна на рабочем столе сотрудника и его руководителя:\nhttps://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642049/original/KUQs8T-qmZaHusrYxdWONa-wQYapcDX1gA.png?1646058246']|0.29176137
где я могу получить информацию о том,что такое Программа обучения и как с ней работать?|['Как работать с отчетом, можно\nпрочитать в инструкции.']|0.29264104
Где могу посмотреть удаленные статьи на платрум?|['Подробнее про данный план можно прочесть\n (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525796-%D0%BF%D0%BB%D0%B0%D0%BD-%D0%BF%D0%BE-%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B0%D0%BC)\nв\nстатье (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525796-%D0%BF%D0%BB%D0%B0%D0%BD-%D0%BF%D0%BE-%D0%BC%D0%B5%D1%81%D1%8F%D1%86%D0%B0%D0%BC)\n.']|0.31841382
Где могу посмотреть удаленные статьи на платрум?|['Подробнее про Остатки можно прочесть в данной\nстатье (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525790-%D0%B1%D0%B0%D0%BB%D0%B0%D0%BD%D1%81)\n.']|0.33328915
