question|document_page_content|similarity_score
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|"Как только платеж согласован, у него становится доступно создание транзакции. По нажатию на кнопку, откроется окно создания, уже заполненное данными из платежа. На всякий случай проверьте, что все данные верны, прежде, чем создавать транзакцию. В не сможете создать платеж на сумму больше, чем изначально согласовано. Когда транзакция будет создана, оплаченная сумма отразится и в платеже, и в заявке финплана, если вы ее привязывали. Чтобы перевести платеж и заявку в статус ""Оплачено"" при создании транзакции не забудьте отметить соответствующий чекбокс. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73015020899/original/iI7R_K3ood_ONh0PlSgMofl9AeMbsC1M1w.png?1657014314"|0.27585328
Как мне изменить статус заявки из согласованной в оплаченную если вся сумма уже оплачена?|Да, вы можете изменить тариф при наличии уже оплаченной лицензии. Для этого напишите, пожалуйста, нам, мы обязательно поможем. Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу). При расчете стоимости новой лицензии мы учтем остаток срока текущей и соответственно уменьшим итоговую сумму счета.|0.28775036
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"Вы можете найти настройки уведомлений, если нажмете на шестеренку в правом верхнем углу во вкладке ""Уведомления"". https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73033025356/original/1eQDrT1ybDWObrnJ5ivjOehgbojWjuH2sg.png?1669365012 Уведомления по электронной почте Уведомления по электронной почте отправляются для упоминаний и личных сообщений после того, как вы были оффлайн более 60 секунд или отсутствовали более 5 минут. Уведомления будут приходить на электронную почту, которая указана в вашем профиле. Там автоматически указывается почта, с которой вы добавлены в проект в Platrum. Мобильные push-уведомления Push-уведомления можно отправлять на ваше мобильное устройства, если у вас установлено приложение для Android или iOS. Вы можете выбрать тип активности, при котором будет отправлено уведомление. По умолчанию они отправляются для упоминаний и личных сообщений. Если вы уже просматриваете сообщение в браузере или приложении, мобильное уведомление не будет отправлено. Вы также можете выбрать, когда отправлять push-уведомления в зависимости от вашего статуса в мессенджере. По умолчанию push-уведомления отправляются, если у вас выбран статус ""Отошел"" или ""Не в сети"". Push-уведомления в браузере Если мессенджер открыт во вкладке браузера, вы увидите красный кружок при наличии оповещений. Там же отобразится количество упоминаний или личных сообщений. Уведомления во вкладках браузера доступны в Chrome, Edge, Firefox, Safari. Ключевые слова для упоминаний По умолчанию вы получаете уведомление, когда кто-то упоминает вас, @channel, @all, @here. Вы можете настроить слова, которые вызывают упоминания, введя их на странице настроек. Вам это поможет, если нужно получать уведомления обо всех сообщениях на определенную тему, например, ""команда_маркетинга"". Уведомления об ответах Когда вы не просматриваете обсуждение, вы можете получить уведомления, если кто-то оставил в нем новое сообщение. Считается, что вы начинаете обсуждение, когда публикуете сообщение, на которое отвечают другие сотрудники. Вы являетесь участником обсуждения, когда оставляете ответ на сообщение в треде."|0.28546685
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|"По событиям, происходящем в проекте есть три варианта получения уведомлений: - На email - Пуш - В проекте (центр уведомлений) Базово включены все типы уведомлений для всех событий, но вы можете отрегулировать это, если хотите следить только за какими-то конкретными определенным способом. Для этого нужно открыть Настройки -> в концы страницы открыть Настройки уведомлений https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083861/original/0E64rlsq9leF4FcZZGgzUDGobLbZ94C4pQ.png?1645106729 Вы можете отключить какой-то канал целиком (email из примера на скриншоте), либо отдельно по группам уведомлений (из примера на скриншоте - все уведомления в проекте из категории ""Пароли"")."|0.29919386
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|В настройках уведомлений можно настроить отправку уведомлений по следующим действиям:|0.31274974
Подскажите пожалуйста, где можно отключить уведомления на почту..? кто-нибудь начинает добавлять задачи у меня завал на почте|В этот список попадают задачи других сотрудников, где вас указаны как аудитор. Аудитор не может редактировать задачу, но может оставлять комментарии и будет получать уведомления об изменениях в задаче.|0.3160798
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|Каждому сотруднику вы можете поменять график работы. Подробнее читайте в отдельной статье (https://help.platrum.ru/article/53-article)|0.27382866
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|После того, как вы зарегистрировались, на почту, которую вы указали, придет приветственное письмо от Platrum, в котором будет пароль от вашего аккаунта. Если не нашли письмо, проверьте папку “Спам”. Вот так выглядит наше письмо: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003083302/original/clVjCJL6hqC1CP38A2ih9sgdavZb9vYMgg.png?1645106320 Пароль вы можете всегда сменить в разделе Настройки>Профиль.|0.2956987
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|Чтобы сотрудники узнали о курсе и начали его проходить, нужно добавить в курс соответствующие должности. После добавления сотрудников, некоторым из них можно назначить роль тренера, чтобы они могли проверять результаты коллег. По каждому сотруднику в курсе отображается прогресс. Добавить первых участников можно по инструкции. (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525542)|0.29685304
Просьба подсказать, как можно поменять почту у действующего сотрудника в Платрум, чтобы ему повторно не проходить курсы.|"Если вам нужна помощь в настройке или комплексное внедрение продукта под ключ, вы можете заказать его у одного из наших сертифицированных партнеров. Это можно сделать, заполнив форму в том же меню по кнопке ""Заказать внедрение"", либо на нашем сайте - https://platrum.ru/partners-list (https://platrum.ru/partners-list) В течение часа с момента заполнения анкеты с вами свяжутся наши партнеры, соберут требования и обсудят детали процесса подключения."|0.31444034
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|СОДЕРЖАНИЕ - Создание курса - Добавление участников - Настройки курса О том, как создаются обучающие курсы, вы можете узнать из нашего короткого видео: https://www.youtube.com/embed/esLVA9YBT04|0.29527527
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|Наглядно и просто мы описываем весь процесс запуска обучения в коротком видео: https://www.youtube.com/embed/esLVA9YBT04|0.29813582
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|Через данное поле добавляются курсы в программу: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73023388663/original/gAKi-pvkjowpcqUgbh3lUSwa1qYTyTIrdg.png?1662561577 Также курсы в программу можно добавить, перетащив их в нужную программу в левом меню: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73023388973/original/IFWJyAealj99QWug1MRg6f3yJx0ceRQWsQ.png?1662561699|0.3250644
Здравствуйте, как можно добавить видео с хостинга Vimeo в обучение?|"На главной странице академии нужно нажать на кнопку «Создать курс»: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641953/original/zTDbRL03qSIY5bfGzRE4KxSbdM5LI52RCQ.png?1646058175 В открывшемся окне создания курса нужно указать название будущего курса. Также можно загрузить титульную картинку и  придумать описание. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641959/original/CpSaSbVNxHvqJV6cYQ01Igd_oS6cpbgUhg.png?1646058175 Добавьте материал, из которого будет состоять этот курс. Список материалов берется из вашей базы знаний. В раскрывшемся окне выберите нужные статьи, нажав на нужную. Если в курс нужно добавить несколько статьей из одной папки, нажмите на + рядом с названием папки. В примере ниже это папка ""Правила"". https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641964/original/P4xVZ3yImYVaYP6zeSjT_ZkwUey6Yike4Q.png?1646058176 При выборе статьи с тестами тесты автоматически добавляются следующим шагом. При желании его, как и любой другой материал, можно удалить, оставив только статью (для этого нужно навести курсор на материал и кликнуть по корзине). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003641957/original/OMvBkN3fjjT175Ww3eIa0rk6Zw-wQysDoA.png?1646058175 Если у вас отсутствует кнопка ""Добавить материал"", значит в Базе знаний еще нет ни одной статьи. Как добавить статьи и вопросы к ним читайте в наших статьях: о том, как создать статью (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525533) и как добавить вопросы. (https://platrum-techsupport.freshdesk.com/ru-RU/support/solutions/articles/73000525540) Сохраните новый курс перед тем, как продолжить."|0.32804844
Пишу правильный ответ на текст, пишет допустили ошибку|Активная настройка будет предлагать сотруднику, если он допустил ошибку в каком-либо вопросе к материалу,  ответить только на вопрос с ошибкой. Будет полезно, если к материалу добавлено много вопросов, и в случае ошибки сотруднику придется потратить много времени, чтобы заново отвечать на все.|0.32252115
Пишу правильный ответ на текст, пишет допустили ошибку|В таком случае напишите, пожалуйста, нам, мы обязательно поможем. Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу).|0.34006464
Пишу правильный ответ на текст, пишет допустили ошибку|В таком случае напишите, пожалуйста, нам, мы обязательно поможем. Вы можете написать, воспользовавшись виджетом чата или, если вы на странице документации, то через форму обратной связи (в правом верхнем углу).|0.34092554
Пишу правильный ответ на текст, пишет допустили ошибку|Блокировка курса происходит, если сотрудник неправильно отвечает на вопрос теста. Это сделано для того, чтобы сотрудник не пытался найти правильный ответ методом перебора, а повторил материал статьи. При допущении ошибки сотруднику показывается уведомление, в котором поясняется, на какое время заблокирован курс и до того, как он разблокируется, стоит повторить соответствующую статью еще раз: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642652/original/nbPSOCodDIvWno8R3R_1Vr2QjG_I7BW6hw.png?1646058660 Когда сотрудник закрывает окно уведомления, система возвращает его к материалу, предшествовавшему вопросам, начинается обратный отсчет времени, а кнопка “Продолжить” блокируется: https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003642653/original/VNos2qYLVAUyGXXAk-JFg7ed5qV3-zQAaQ.png?1646058661 По умолчанию в настройках указано 15 минут на блокировку. Вы можете изменить это время по своему усмотрению|0.35326016
есть ли возможность загрузить в Platrum опросник 360 для прохождения анонимного опроса всеми сотрудниками компании использующими в работе программу.|"Данный тариф присваивается проекту при первой регистрации на Platrum. Он предназначен для того, чтобы вы познакомились с нашем сервисом подробнее, смогли ""Пощупать"" его. На бесплатном тарифе вы можете без ограничений: 1. Создавать структуру своей компании , чтобы увидеть преимущества работы именно с Platrum. Советуем создать тестовых пользователей (На старте у вас может быть 5 активных пользователей). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003746393/original/wZS9NYEHp71WAPiIovpCMIUP0Yh-ROJDuQ.jpeg?1646166837 2. Создавать и заполнять метрики как свои, так и своих подчиненных или сотрудников компании для отслеживания эффективности работы. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003746375/original/nMqrNhrpULrJupLjV8B9iShAzB3z0ibtrw.png?1646166827 3. Создавать дашборды для более удобного взаимодействия с метриками. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73003746379/original/AfgD6AGOdCTu6B9WNUxYvdfAfGGZYGfmKQ.jpeg?1646166827 4. Сможете проверить работу нашего Task manager, который упростит постановку задач своим сотрудникам (На старте вам доступно до 100 задач в месяц). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614114/original/QQPmVw30v7LAiq6OOtX6sZhq0_CntK2rsg.png?1656602695 5. Проверите, как удобно вести свою базу знаний для хранения и публикации информации внутри компании (На старте вам доступно создание до 20 статей). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614135/original/fSFdKpGtP8QEAStaSUfkNBhWO1O5P1WySA.jpeg?1656602702 6. Исходя из статей в Базе знаний, вы можете создавать курсы для контроля знаний сотрудников - создавать тесты и экзамены внутри курса (На старте вам доступно до 5 курсов). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614129/original/EAf8tsGAMjLp6JOo17SqQNAD4VB34BJMag.png?1656602701 7. Тут вы сможете отслеживать свои поступления/траты/перемещения средств внутри компании. На старте вам доступно до 50 транзакций в месяц: - 20 транзакций дохода; - 20 транзакций расхода; - 10 транзакций перемещения. https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614127/original/tf7CTUiCPnaBY8_UNHqMRlrQacgsap_nQg.png?1656602701 8. Вы можете проверить, как удобно планировать свой бюджет в Platrum (На старте вам доступно до 20 заявок/месяц). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614131/original/fHAs8lobn9ueFjol2GHf1FwGbvTHIlgDlw.png?1656602701 9. Тут вы можете контролировать учет офисного оборудования, его закупку а так же амортизацию (На старте вам доступно до 50 товаров). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614128/original/X52l7jkutmS5nugbNFQSdFDNTfjAzqSHNA.png?1656602701 10. С помощью нашего расширения для Google Chrome, вы можете проверять своих сотрудников на ошибки и несостыковки в их работе с другими CRM системами (На старте вам доступно до 50 проверок в месяц). https://s3.amazonaws.com/cdn.freshdesk.com/data/helpdesk/attachments/production/73014614130/original/_QDDZnzgGTErSVoCNT1YIO7aPzsVaoDl4A.png?1656602701 11. Сможете познакомиться с нашей парольницей, в которой вы можете хранить все доступы вашего проекта или компании в одном месте, не переживая, что они попадут в чужие руки (На старте вам доступно до 50 паролей)."|0.2837724
